BGP_ID	Group	Long	Lat	ID	bio01	bio02	bio03	bio04	bio05	bio06	bio07	bio08	bio09	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19
23N16233	Cluster_1	-147.64292	64.827787	1	-1.10555555555552	8.48611111111111	0.190694444444444	1370.89444444444	22.4805555555556	-21.9583333333333	44.4388888888889	16.35	-8.69722222222218	16.35	-17.8	496.666666666667	100.586111111111	11.9666666666667	67.3583333333333	256.555555555556	46.1861111111111	256.555555555556	70.1416666666667
23N16235	Cluster_1	-147.64292	64.827787	2	-1.10555555555552	8.48611111111111	0.190694444444444	1370.89444444444	22.4805555555556	-21.9583333333333	44.4388888888889	16.35	-8.69722222222218	16.35	-17.8	496.666666666667	100.586111111111	11.9666666666667	67.3583333333333	256.555555555556	46.1861111111111	256.555555555556	70.1416666666667
23N16237	Cluster_1	-147.64292	64.827787	3	-1.10555555555552	8.48611111111111	0.190694444444444	1370.89444444444	22.4805555555556	-21.9583333333333	44.4388888888889	16.35	-8.69722222222218	16.35	-17.8	496.666666666667	100.586111111111	11.9666666666667	67.3583333333333	256.555555555556	46.1861111111111	256.555555555556	70.1416666666667
23N16238	Cluster_1	-147.64292	64.827787	4	-1.10555555555552	8.48611111111111	0.190694444444444	1370.89444444444	22.4805555555556	-21.9583333333333	44.4388888888889	16.35	-8.69722222222218	16.35	-17.8	496.666666666667	100.586111111111	11.9666666666667	67.3583333333333	256.555555555556	46.1861111111111	256.555555555556	70.1416666666667
23N16239	Cluster_1	-147.64292	64.827787	5	-1.10555555555552	8.48611111111111	0.190694444444444	1370.89444444444	22.4805555555556	-21.9583333333333	44.4388888888889	16.35	-8.69722222222218	16.35	-17.8	496.666666666667	100.586111111111	11.9666666666667	67.3583333333333	256.555555555556	46.1861111111111	256.555555555556	70.1416666666667
23N16240	Cluster_1	-147.64292	64.827787	6	-1.10555555555552	8.48611111111111	0.190694444444444	1370.89444444444	22.4805555555556	-21.9583333333333	44.4388888888889	16.35	-8.69722222222218	16.35	-17.8	496.666666666667	100.586111111111	11.9666666666667	67.3583333333333	256.555555555556	46.1861111111111	256.555555555556	70.1416666666667
23N16241	Cluster_1	-147.64292	64.827787	7	-1.10555555555552	8.48611111111111	0.190694444444444	1370.89444444444	22.4805555555556	-21.9583333333333	44.4388888888889	16.35	-8.69722222222218	16.35	-17.8	496.666666666667	100.586111111111	11.9666666666667	67.3583333333333	256.555555555556	46.1861111111111	256.555555555556	70.1416666666667
23N16242	Cluster_1	-147.64292	64.827787	8	-1.10555555555552	8.48611111111111	0.190694444444444	1370.89444444444	22.4805555555556	-21.9583333333333	44.4388888888889	16.35	-8.69722222222218	16.35	-17.8	496.666666666667	100.586111111111	11.9666666666667	67.3583333333333	256.555555555556	46.1861111111111	256.555555555556	70.1416666666667
23N16243	Cluster_1	-147.64292	64.827787	9	-1.10555555555552	8.48611111111111	0.190694444444444	1370.89444444444	22.4805555555556	-21.9583333333333	44.4388888888889	16.35	-8.69722222222218	16.35	-17.8	496.666666666667	100.586111111111	11.9666666666667	67.3583333333333	256.555555555556	46.1861111111111	256.555555555556	70.1416666666667
23N16244	Cluster_1	-147.64292	64.827787	10	-1.10555555555552	8.48611111111111	0.190694444444444	1370.89444444444	22.4805555555556	-21.9583333333333	44.4388888888889	16.35	-8.69722222222218	16.35	-17.8	496.666666666667	100.586111111111	11.9666666666667	67.3583333333333	256.555555555556	46.1861111111111	256.555555555556	70.1416666666667
