"Predictor","Model","Comparison","Delta_EDF","Delta_Dev","p_value","R2_adj","Dev_expl"
"ws","Null","Null (no ESU)",NA,NA,NA,0.42264683062942,0.428842444235228
"ws","modG","modG vs Null",2.64425743907395,76781.2060042485,"<0.001",0.451249321898673,0.457395350375781
"ws","modGS","modGS.ws vs modG",-5.05605399139495,15139.4932434824,NA,0.457399870715906,0.463025328753208
"ws","modS","modS.ws vs modGS",0,0,NA,0.457399870715906,0.463025328753208
