"Predictor","Model","Comparison","Delta_EDF","Delta_Dev","p_value","R2_adj","Dev_expl"
"ppt","Null","Null (no ESU)",NA,NA,NA,0.42264683062942,0.428842444235228
"ppt","modG","modG vs Null",2.64425743907395,76781.2060042485,"<0.001",0.451249321898673,0.457395350375781
"ppt","modGS","modGS.ppt vs modG",1.9149291770409,19741.1572635635,"<0.001",0.458532869131759,0.464736566277251
"ppt","modS","modS.ppt vs modGS",-11.0228132466955,-57833.5977560461,"<0.001",0.437801503845855,0.443229776081646
